,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
1,0,0.726119304416496,0.675402478803666,0.714289821123779,0.636213666619093,0.657975281554533,0.631233218304982,0.640417656919533,0.675032985608152,0.736728381413689,0.745005413006223,0.621430496115045,0.687305216471122,0.625712058837682,0.668016089975471,0.704206365710747,0.670063415978553,0.622044190487012,0.761273233464613
2,0.726119304416496,0,0.416027776539088,0.378587600444746,0.709618029483032,0.418716682949825,0.457966305693076,0.468470637642303,0.601116035351137,0.733747583517411,0.787725766252333,0.583355488289505,0.463236880506578,0.50261624431608,0.510667281745543,0.595108124530063,0.496681974395771,0.598761905461259,0.416354535052677
3,0.675402478803666,0.416027776539088,0,0.396927312908435,0.627190167366581,0.412445727645716,0.425053175733299,0.404408804470671,0.540112022298257,0.678119907993378,0.730426967161505,0.493067269613567,0.405822984152854,0.45259665972724,0.449059678501171,0.549818776409554,0.460948483895805,0.530511493588727,0.440674889891046
4,0.714289821123779,0.378587600444746,0.396927312908435,0,0.689662614979558,0.385007375991835,0.440241221299869,0.442568955417588,0.579230450091228,0.699129755600659,0.763359817806303,0.554676640136968,0.43847965986621,0.505806820112589,0.470241913013532,0.585210758271595,0.491994836203402,0.579996869088232,0.40085637486715
5,0.636213666619093,0.709618029483032,0.627190167366581,0.689662614979558,0,0.576350327396754,0.532718440848896,0.523383308906833,0.47127349686515,0.484960361806303,0.49809591454334,0.452544348372536,0.667723280795535,0.528114709015784,0.609443082083043,0.630374755724966,0.619119942207551,0.461553679837342,0.756040776890573
6,0.657975281554533,0.418716682949825,0.412445727645716,0.385007375991835,0.576350327396754,0,0.348595792068644,0.381130326505611,0.527423426706689,0.645930783320951,0.697415405841999,0.452015452286919,0.420384688126593,0.431349686076897,0.44190582740422,0.537253700343,0.450658143171177,0.504266278187051,0.461897397445244
7,0.631233218304982,0.457966305693076,0.425053175733299,0.440241221299869,0.532718440848896,0.348595792068644,0,0.372719703221788,0.538961345332872,0.639227102210018,0.685545843078794,0.438464449845754,0.450564353610271,0.418994262587095,0.446659788388448,0.548463355881253,0.458672793135914,0.451597923341559,0.536332009807603
8,0.640417656919533,0.468470637642303,0.404408804470671,0.442568955417588,0.523383308906833,0.381130326505611,0.372719703221788,0,0.530466948641248,0.652384635935099,0.688681420443896,0.446584586633543,0.476545783816781,0.411594326148668,0.455737797636566,0.55367078850315,0.457091038437394,0.476002624518292,0.520894202872083
9,0.675032985608152,0.601116035351137,0.540112022298257,0.579230450091228,0.47127349686515,0.527423426706689,0.538961345332872,0.530466948641248,0,0.385750701902973,0.50571645632303,0.522887656852755,0.589143469993612,0.491622208658212,0.549944158861198,0.594654068181292,0.574628970550379,0.546525967510216,0.623273982290412
10,0.736728381413689,0.733747583517411,0.678119907993378,0.699129755600659,0.484960361806303,0.645930783320951,0.639227102210018,0.652384635935099,0.385750701902973,0,0.312020431916967,0.540394900474205,0.682156205435439,0.599586352214268,0.662549693576981,0.653878431873501,0.67331301593722,0.645737286912919,0.73652014227377
11,0.745005413006223,0.787725766252333,0.730426967161505,0.763359817806303,0.49809591454334,0.697415405841999,0.685545843078794,0.688681420443896,0.50571645632303,0.312020431916967,0,0.595340846116923,0.750077509641165,0.65531717149281,0.713484851699548,0.711823383847316,0.712995422656009,0.652896566190369,0.804122646702243
12,0.621430496115045,0.583355488289505,0.493067269613567,0.554676640136968,0.452544348372536,0.452015452286919,0.438464449845754,0.446584586633543,0.522887656852755,0.540394900474205,0.595340846116923,0,0.511628447214438,0.40679410755609,0.471400677125391,0.534862060592927,0.501197361857376,0.42725778804243,0.625638166917806
13,0.687305216471122,0.463236880506578,0.405822984152854,0.43847965986621,0.667723280795535,0.420384688126593,0.450564353610271,0.476545783816781,0.589143469993612,0.682156205435439,0.750077509641165,0.511628447214438,0,0.451054056630321,0.433972631263856,0.546876090928277,0.47973460644408,0.556310258629444,0.413957476664476
14,0.625712058837682,0.50261624431608,0.45259665972724,0.505806820112589,0.528114709015784,0.431349686076897,0.418994262587095,0.411594326148668,0.491622208658212,0.599586352214268,0.65531717149281,0.40679410755609,0.451054056630321,0,0.42870801376321,0.500401030911301,0.459046747186909,0.43460493713119,0.550925704555147
15,0.668016089975471,0.510667281745543,0.449059678501171,0.470241913013532,0.609443082083043,0.44190582740422,0.446659788388448,0.455737797636566,0.549944158861198,0.662549693576981,0.713484851699548,0.471400677125391,0.433972631263856,0.42870801376321,0,0.468642743558756,0.454825310731737,0.495570105153537,0.518183282172328
16,0.704206365710747,0.595108124530063,0.549818776409554,0.585210758271595,0.630374755724966,0.537253700343,0.548463355881253,0.55367078850315,0.594654068181292,0.653878431873501,0.711823383847316,0.534862060592927,0.546876090928277,0.500401030911301,0.468642743558756,0,0.426511535966813,0.556117929825535,0.623791924081365
17,0.670063415978553,0.496681974395771,0.460948483895805,0.491994836203402,0.619119942207551,0.450658143171177,0.458672793135914,0.457091038437394,0.574628970550379,0.67331301593722,0.712995422656009,0.501197361857376,0.47973460644408,0.459046747186909,0.454825310731737,0.426511535966813,0,0.503837182366239,0.53124093418929
18,0.622044190487012,0.598761905461259,0.530511493588727,0.579996869088232,0.461553679837342,0.504266278187051,0.451597923341559,0.476002624518292,0.546525967510216,0.645737286912919,0.652896566190369,0.42725778804243,0.556310258629444,0.43460493713119,0.495570105153537,0.556117929825535,0.503837182366239,0,0.656633961699198
19,0.761273233464613,0.416354535052677,0.440674889891046,0.40085637486715,0.756040776890573,0.461897397445244,0.536332009807603,0.520894202872083,0.623273982290412,0.73652014227377,0.804122646702243,0.625638166917806,0.413957476664476,0.550925704555147,0.518183282172328,0.623791924081365,0.53124093418929,0.656633961699198,0
